Iteration,Total_Cost,Position_Cost,Heading_Cost,Gamma_State_Cost,Lateral_Ref_Cost,Velocity_Cost,Gamma_Ctrl_Cost,Obstacle_Cost,Lane_Cost,Gamma_Barrier_Cost,Gamma_Dot_Barrier_Cost,Speed_Rate_Cost,Lambda_Value
14,999.144,12.7474,0.0568816,9.34353,287.641,31.2427,206.225,349.384,0,13.8995,80.0229,8.58139,0.0678223
-1,999.144,12.7474,0.0568816,9.34353,287.641,31.2427,206.225,349.384,0,13.8995,80.0229,8.58139,0.0474756
-2,999.099,12.5915,0.0570797,9.27375,289.092,32.9601,205.931,345.937,0,13.8697,79.923,9.46287,0.0474756
-2,999.975,12.9104,0.0573821,9.30834,288.952,32.0869,206.069,347.722,0,13.8845,79.9703,9.01511,0.0474756
-2,999.295,12.8313,0.0575591,9.32586,288.022,31.6612,206.145,348.568,0,13.8919,79.996,8.7965,0.0474756
-2,999.928,12.834,0.0575783,9.33468,288.493,31.4511,206.184,348.98,0,13.8957,80.0093,8.68851,0.0474756
-2,998.979,12.7472,0.0568796,9.34132,287.515,31.2946,206.215,349.283,0,13.8985,80.0195,8.60809,0.0474756
15,998.979,12.7472,0.0568796,9.34132,287.515,31.2946,206.215,349.283,0,13.8985,80.0195,8.60809,0.0474756
0,967.537,12.7897,0.0577408,9.35124,289.583,25.8316,184.592,349.283,0,13.9015,74.4414,7.70565,0.0332329
-1,967.537,12.7897,0.0577408,9.35124,289.583,25.8316,184.592,349.283,0,13.9015,74.4414,7.70565,7
-2,967.771,12.9487,0.0567665,9.31302,288.592,26.3971,186.12,347.887,0,13.8894,74.7259,7.84077,7
-2,969.107,12.852,0.057828,9.3317,290.554,26.1124,185.349,348.602,0,13.8953,74.5819,7.77116,7
-2,968.023,12.7705,0.0578479,9.34136,289.819,25.9715,184.968,348.947,0,13.8984,74.5112,7.73789,7
-2,968.388,12.7243,0.0581462,9.34627,290.364,25.9015,184.78,349.116,0,13.8999,74.4762,7.72164,7
-2,967.439,12.8014,0.057666,9.34999,289.44,25.8491,184.639,349.242,0,13.9011,74.4501,7.70963,7
1,967.439,12.8014,0.057666,9.34999,289.44,25.8491,184.639,349.242,0,13.9011,74.4501,7.70963,7
0,945.719,12.938,0.0602936,9.31922,293.533,21.8449,167.703,349.242,0,13.8917,70.7631,6.42518,4.9
-1,945.719,12.938,0.0602936,9.31922,293.533,21.8449,167.703,349.242,0,13.8917,70.7631,6.42518,7
-2,943.258,12.9036,0.0570607,9.26419,289.108,22.3611,170.07,347.9,0,13.8757,71.1917,6.52701,7
1,943.258,12.9036,0.0570607,9.26419,289.108,22.3611,170.07,347.9,0,13.8757,71.1917,6.52701,7
-1,943.258,12.9036,0.0570607,9.26419,289.108,22.3611,170.07,347.9,0,13.8757,71.1917,6.52701,4.9
-2,941.857,12.613,0.0550092,9.22556,286.886,22.911,171.5,346.678,0,13.8634,71.4583,6.66582,4.9
2,941.857,12.613,0.0550092,9.22556,286.886,22.911,171.5,346.678,0,13.8634,71.4583,6.66582,4.9
-1,941.857,12.613,0.0550092,9.22556,286.886,22.911,171.5,346.678,0,13.8634,71.4583,6.66582,3.43
-2,939.539,12.5252,0.0542263,9.18754,284.116,23.5486,172.204,345.596,0,13.8494,71.595,6.86304,3.43
3,939.539,12.5252,0.0542263,9.18754,284.116,23.5486,172.204,345.596,0,13.8494,71.595,6.86304,3.43
-1,939.539,12.5252,0.0542263,9.18754,284.116,23.5486,172.204,345.596,0,13.8494,71.595,6.86304,2.401
-2,936.659,12.4986,0.0542788,9.14918,281.337,24.2895,172.638,344.039,0,13.8343,71.6908,7.12898,2.401
4,936.659,12.4986,0.0542788,9.14918,281.337,24.2895,172.638,344.039,0,13.8343,71.6908,7.12898,2.401
-1,936.659,12.4986,0.0542788,9.14918,281.337,24.2895,172.638,344.039,0,13.8343,71.6908,7.12898,1.6807
-2,935.421,12.4304,0.0540658,9.10751,280.643,25.1743,172.824,342.159,0,13.8173,71.7454,7.46684,1.6807
5,935.421,12.4304,0.0540658,9.10751,280.643,25.1743,172.824,342.159,0,13.8173,71.7454,7.46684,1.6807
-1,935.421,12.4304,0.0540658,9.10751,280.643,25.1743,172.824,342.159,0,13.8173,71.7454,7.46684,1.17649
-2,933.41,12.8472,0.0539226,9.06003,278.211,26.1654,172.797,340.845,0,13.7974,71.7617,7.87095,1.17649
6,933.41,12.8472,0.0539226,9.06003,278.211,26.1654,172.797,340.845,0,13.7974,71.7617,7.87095,1.17649
-1,933.41,12.8472,0.0539226,9.06003,278.211,26.1654,172.797,340.845,0,13.7974,71.7617,7.87095,0.823543
-2,931.181,12.6057,0.0537236,9.01114,276.057,27.2492,172.864,339.433,0,13.777,71.8017,8.32783,0.823543
7,931.181,12.6057,0.0537236,9.01114,276.057,27.2492,172.864,339.433,0,13.777,71.8017,8.32783,0.823543
-1,931.181,12.6057,0.0537236,9.01114,276.057,27.2492,172.864,339.433,0,13.777,71.8017,8.32783,0.57648
-2,929.001,12.6861,0.0542115,8.96429,273.647,28.3815,173.003,337.829,0,13.7575,71.8594,8.81937,0.57648
8,929.001,12.6861,0.0542115,8.96429,273.647,28.3815,173.003,337.829,0,13.7575,71.8594,8.81937,0.57648
-1,929.001,12.6861,0.0542115,8.96429,273.647,28.3815,173.003,337.829,0,13.7575,71.8594,8.81937,0.403536
-2,927.499,12.3534,0.0558281,8.91956,272.424,29.5488,173.168,336.035,0,13.739,71.9228,9.33247,0.403536
9,927.499,12.3534,0.0558281,8.91956,272.424,29.5488,173.168,336.035,0,13.739,71.9228,9.33247,0.403536
-1,927.499,12.3534,0.0558281,8.91956,272.424,29.5488,173.168,336.035,0,13.739,71.9228,9.33247,0.282475
-2,925.482,12.0998,0.0559129,8.87689,270.505,30.7299,173.342,334.319,0,13.7215,71.9864,9.84571,0.282475
10,925.482,12.0998,0.0559129,8.87689,270.505,30.7299,173.342,334.319,0,13.7215,71.9864,9.84571,0.282475
-1,925.482,12.0998,0.0559129,8.87689,270.505,30.7299,173.342,334.319,0,13.7215,71.9864,9.84571,0.197733
-2,923.068,12.2144,0.0550699,8.8377,267.836,31.9181,173.546,332.533,0,13.7053,72.0576,10.365,0.197733
11,923.068,12.2144,0.0550699,8.8377,267.836,31.9181,173.546,332.533,0,13.7053,72.0576,10.365,0.197733
-1,923.068,12.2144,0.0550699,8.8377,267.836,31.9181,173.546,332.533,0,13.7053,72.0576,10.365,0.138413
-2,922.84,12.1735,0.054977,8.80123,267.72,33.1345,173.721,330.536,0,13.6902,72.1221,10.8866,0.138413
12,922.84,12.1735,0.054977,8.80123,267.72,33.1345,173.721,330.536,0,13.6902,72.1221,10.8866,0.138413
0,906.783,12.1912,0.0552469,8.65734,268.205,31.2688,161.657,330.536,0,13.644,69.9331,10.6355,0.096889
-1,906.783,12.1912,0.0552469,8.65734,268.205,31.2688,161.657,330.536,0,13.644,69.9331,10.6355,7
-2,905.692,12.0507,0.054781,8.64487,266.494,31.7046,162.302,329.993,0,13.6398,70.0607,10.7482,7
1,905.692,12.0507,0.054781,8.64487,266.494,31.7046,162.302,329.993,0,13.6398,70.0607,10.7482,7
-1,905.692,12.0507,0.054781,8.64487,266.494,31.7046,162.302,329.993,0,13.6398,70.0607,10.7482,4.9
-2,905.02,12.3047,0.0542848,8.6301,265.329,32.237,162.677,329.117,0,13.6342,70.1411,10.8954,4.9
2,905.02,12.3047,0.0542848,8.6301,265.329,32.237,162.677,329.117,0,13.6342,70.1411,10.8954,4.9
0,895.653,12.325,0.0544059,8.34926,265.612,30.925,155.985,329.117,0,13.5379,69.1549,10.5926,3.43
-1,895.653,12.325,0.0544059,8.34926,265.612,30.925,155.985,329.117,0,13.5379,69.1549,10.5926,7
-2,894.687,12.4002,0.0542703,8.33807,264.206,31.3637,156.429,328.422,0,13.5336,69.2409,10.6992,7
1,894.687,12.4002,0.0542703,8.33807,264.206,31.3637,156.429,328.422,0,13.5336,69.2409,10.6992,7
0,890.483,12.3512,0.0540411,7.92606,264.443,30.5048,154.012,328.422,0,13.383,68.9409,10.4459,4.9
-1,890.483,12.3512,0.0540411,7.92606,264.443,30.5048,154.012,328.422,0,13.383,68.9409,10.4459,7
-2,889.234,12.1376,0.0537377,7.91575,263.18,30.9578,154.334,327.696,0,13.3789,69.0039,10.5759,7
1,889.234,12.1376,0.0537377,7.91575,263.18,30.9578,154.334,327.696,0,13.3789,69.0039,10.5759,7
-1,889.234,12.1376,0.0537377,7.91575,263.18,30.9578,154.334,327.696,0,13.3789,69.0039,10.5759,4.9
-2,888.221,12.0461,0.0535214,7.9015,262.328,31.51,154.472,326.756,0,13.373,69.0383,10.7424,4.9
2,888.221,12.0461,0.0535214,7.9015,262.328,31.51,154.472,326.756,0,13.373,69.0383,10.7424,4.9
-1,888.221,12.0461,0.0535214,7.9015,262.328,31.51,154.472,326.756,0,13.373,69.0383,10.7424,3.43
-2,889.591,11.6835,0.0541591,7.88369,264.241,32.1529,154.545,325.651,0,13.3656,69.0645,10.9489,3.43
-2,888.534,11.8231,0.053583,7.89255,262.952,31.83,154.507,326.21,0,13.3693,69.051,10.8444,3.43
-2,888.733,11.8318,0.0539246,7.89701,263.098,31.6696,154.49,326.485,0,13.3712,69.0446,10.7931,3.43
-2,888.099,12.0452,0.0534931,7.89925,262.229,31.5897,154.481,326.621,0,13.3721,69.0414,10.7677,3.43
3,888.099,12.0452,0.0534931,7.89925,262.229,31.5897,154.481,326.621,0,13.3721,69.0414,10.7677,3.43
0,886.504,12.0366,0.0533226,7.39677,262.181,31.1015,154.23,326.621,0,13.1802,69.0129,10.6912,2.401
-1,886.504,12.0366,0.0533226,7.39677,262.181,31.1015,154.23,326.621,0,13.1802,69.0129,10.6912,7
-2,888.164,11.7903,0.0540126,7.38707,264.069,31.56,154.349,325.897,0,13.1761,69.0437,10.8379,7
-2,886.858,11.7684,0.0534092,7.39188,262.793,31.3301,154.288,326.263,0,13.1781,69.0281,10.7641,7
-2,886.986,11.7483,0.0537266,7.39432,262.945,31.2157,154.259,326.443,0,13.1791,69.0204,10.7275,7
-2,887.172,11.837,0.0537597,7.39554,263.046,31.1586,154.244,326.532,0,13.1797,69.0166,10.7093,7
-2,887.556,11.9253,0.0533084,7.39646,263.344,31.1158,154.233,326.599,0,13.1801,69.0138,10.6958,7
-2,886.499,12.0374,0.0533212,7.39669,262.175,31.1051,154.231,326.615,0,13.1802,69.0131,10.6924,7
1,886.499,12.0374,0.0533212,7.39669,262.175,31.1051,154.231,326.615,0,13.1802,69.0131,10.6924,7
0,884.945,11.9813,0.0528662,6.86295,262.039,30.7442,154.043,326.615,0,12.9732,68.9919,10.6413,4.9
-1,884.945,11.9813,0.0528662,6.86295,262.039,30.7442,154.043,326.615,0,12.9732,68.9919,10.6413,7
-2,886.602,11.728,0.0536153,6.85349,263.86,31.2085,154.157,325.952,0,12.9692,69.0222,10.7978,7
-2,885.297,11.7092,0.0529813,6.85819,262.616,30.9757,154.099,326.288,0,12.9712,69.0068,10.7193,7
-2,885.425,11.6909,0.0532844,6.86056,262.785,30.8598,154.071,326.453,0,12.9722,68.9993,10.6802,7
-2,885.612,11.7806,0.0533103,6.86176,262.894,30.8019,154.057,326.534,0,12.9727,68.9956,10.6608,7
-2,885.677,11.7727,0.0533241,6.86265,262.976,30.7586,154.047,326.595,0,12.9731,68.9928,10.6462,7
-2,884.939,11.9821,0.0528652,6.86288,262.032,30.7478,154.044,326.61,0,12.9732,68.9921,10.6425,7
1,884.939,11.9821,0.0528652,6.86288,262.032,30.7478,154.044,326.61,0,12.9732,68.9921,10.6425,7
0,881.993,11.9797,0.0534801,6.35621,261.58,30.4766,152.698,326.61,0,12.7793,68.8322,10.6277,4.9
-1,881.993,11.9797,0.0534801,6.35621,261.58,30.4766,152.698,326.61,0,12.7793,68.8322,10.6277,7
-2,883.586,11.6252,0.0541979,6.34563,263.386,30.9441,152.798,326.009,0,12.775,68.8621,10.7876,7
-2,882.366,11.7067,0.0535822,6.3509,262.153,30.7097,152.747,326.314,0,12.7771,68.8469,10.7074,7
-2,882.484,11.6888,0.0538923,6.35355,262.325,30.593,152.722,326.463,0,12.7782,68.8395,10.6675,7
-2,882.666,11.7788,0.0539213,6.35488,262.435,30.5347,152.71,326.537,0,12.7788,68.8359,10.6476,7
-2,882.727,11.771,0.0539372,6.35587,262.518,30.4911,152.701,326.592,0,12.7792,68.8331,10.6327,7
-2,881.988,11.9804,0.053479,6.35612,261.573,30.4802,152.698,326.606,0,12.7793,68.8324,10.629,7
1,881.988,11.9804,0.053479,6.35612,261.573,30.4802,152.698,326.606,0,12.7793,68.8324,10.629,7
0,877.465,11.943,0.0561107,5.91849,261.019,30.252,149.944,326.606,0,12.6172,68.4858,10.6241,4.9
-1,877.465,11.943,0.0561107,5.91849,261.019,30.252,149.944,326.606,0,12.6172,68.4858,10.6241,7
-2,879.063,11.5951,0.0563106,5.90534,262.774,30.7208,150.051,326.044,0,12.6121,68.5202,10.7848,7
-2,877.693,11.5747,0.0562448,5.91185,261.519,30.4858,149.996,326.329,0,12.6146,68.5027,10.7043,7
-2,877.957,11.6537,0.0563905,5.91515,261.752,30.3688,149.969,326.468,0,12.6159,68.4942,10.6642,7
-2,878.139,11.7429,0.0564853,5.91682,261.868,30.3103,149.956,326.537,0,12.6166,68.49,10.6441,7
-2,878.199,11.7345,0.056551,5.91807,261.955,30.2666,149.947,326.589,0,12.6171,68.4868,10.6291,7
-2,878.534,11.8293,0.056097,5.91839,262.2,30.2556,149.944,326.601,0,12.6172,68.486,10.6254,7
-2,877.464,11.9432,0.0561094,5.91847,261.017,30.2529,149.944,326.605,0,12.6172,68.4859,10.6244,7
1,877.464,11.9432,0.0561094,5.91847,261.017,30.2529,149.944,326.605,0,12.6172,68.4859,10.6244,7
0,872.732,11.8888,0.0625984,5.57082,261.331,30.0477,146.127,326.605,0,12.4939,67.9845,10.6205,4.9
-1,872.732,11.8888,0.0625984,5.57082,261.331,30.0477,146.127,326.605,0,12.4939,67.9845,10.6205,7
-2,873.542,11.3426,0.060789,5.55444,262.426,30.5162,146.302,326.037,0,12.4879,68.0344,10.7815,7
-2,872.615,11.5202,0.061678,5.5622,261.456,30.2814,146.209,326.325,0,12.4908,68.0087,10.7008,7
1,872.615,11.5202,0.061678,5.5622,261.456,30.2814,146.209,326.325,0,12.4908,68.0087,10.7008,7
0,870.073,11.6198,0.0721602,5.30688,264.238,30.098,141.885,326.325,0,12.4042,67.4288,10.6955,4.9
-1,870.073,11.6198,0.0721602,5.30688,264.238,30.098,141.885,326.325,0,12.4042,67.4288,10.6955,7
-2,868.564,11.6074,0.0660866,5.29048,262.011,30.58,142.11,326.154,0,12.398,67.4823,10.865,7
1,868.564,11.6074,0.0660866,5.29048,262.011,30.58,142.11,326.154,0,12.398,67.4823,10.865,7
0,874.853,11.8999,0.0871453,5.1345,273.987,29.9363,137.595,326.325,0,12.3481,66.8544,10.6862,7
-1,874.853,11.8999,0.0871453,5.1345,273.987,29.9363,137.595,326.325,0,12.3481,66.8544,10.6862,7
-2,865.963,11.5788,0.0724746,5.12253,264.415,30.4169,138.081,326.125,0,12.3436,66.9512,10.856,7
1,865.963,11.5788,0.0724746,5.12253,264.415,30.4169,138.081,326.125,0,12.3436,66.9512,10.856,7
0,893.522,12.3971,0.104685,5.0286,296.769,29.8008,133.759,326.325,0,12.3148,66.35,10.6742,7
-1,893.522,12.3971,0.104685,5.0286,296.769,29.8008,133.759,326.325,0,12.3148,66.35,10.6742,7
-2,867.363,11.6854,0.0776956,5.0287,269.944,30.2807,134.572,326.118,0,12.3142,66.4973,10.8446,7
1,867.363,11.6854,0.0776956,5.0287,269.944,30.2807,134.572,326.118,0,12.3142,66.4973,10.8446,7
0,933.598,13.5071,0.124729,4.97077,339.431,29.6924,130.636,326.325,0,12.297,65.9512,10.6623,7
-1,933.598,13.5071,0.124729,4.97077,339.431,29.6924,130.636,326.325,0,12.297,65.9512,10.6623,7
-2,874.419,11.9689,0.0809418,4.99042,279.983,30.1723,131.782,326.159,0,12.3026,66.1465,10.8338,7
1,874.419,11.9689,0.0809418,4.99042,279.983,30.1723,131.782,326.159,0,12.3026,66.1465,10.8338,7
0,1003.21,15.3407,0.145348,4.94396,409.922,29.6079,128.323,326.325,0,12.2889,65.6654,10.6527,7
-1,1003.21,15.3407,0.145348,4.94396,409.922,29.6079,128.323,326.325,0,12.2889,65.6654,10.6527,7
-2,888.791,12.3834,0.0822614,4.98712,296.255,30.0884,129.741,326.23,0,12.3017,65.8979,10.8252,7
1,888.791,12.3834,0.0822614,4.98712,296.255,30.0884,129.741,326.23,0,12.3017,65.8979,10.8252,7
0,1109.69,17.9525,0.165358,4.93448,515.584,29.5424,126.774,326.325,0,12.286,65.4798,10.6461,7
-1,1109.69,17.9525,0.165358,4.93448,515.584,29.5424,126.774,326.325,0,12.286,65.4798,10.6461,7
-2,912.414,13.0331,0.0826893,4.99891,320.87,30.0221,128.353,326.196,0,12.3054,65.7339,10.8194,7
1,912.414,13.0331,0.0826893,4.99891,320.87,30.0221,128.353,326.196,0,12.3054,65.7339,10.8194,7
-1,912.414,13.0331,0.0826893,4.99891,320.87,30.0221,128.353,326.196,0,12.3054,65.7339,10.8194,4.9
-2,865.339,11.8286,0.0614543,5.11937,272.338,30.5974,129.623,326.508,0,12.3409,65.8951,11.0259,4.9
2,865.339,11.8286,0.0614543,5.11937,272.338,30.5974,129.623,326.508,0,12.3409,65.8951,11.0259,4.9
0,948.506,13.9398,0.0837975,5.00693,357.132,29.9732,127.425,326.196,0,12.3079,65.6256,10.8166,4.9
-1,948.506,13.9398,0.0837975,5.00693,357.132,29.9732,127.425,326.196,0,12.3079,65.6256,10.8166,7
-2,873.201,11.8454,0.0615785,5.13785,281.147,30.4404,128.666,326.784,0,12.3468,65.787,10.9842,7
1,873.201,11.8454,0.0615785,5.13785,281.147,30.4404,128.666,326.784,0,12.3468,65.787,10.9842,7
0,991.69,14.9615,0.0837484,5.01691,399.858,29.9323,126.946,326.196,0,12.3108,65.5707,10.8147,7
-1,991.69,14.9615,0.0837484,5.01691,399.858,29.9323,126.946,326.196,0,12.3108,65.5707,10.8147,7
-2,884.003,12.0074,0.0638859,5.14309,292.551,30.3973,128.091,326.698,0,12.3483,65.7213,10.9827,7
1,884.003,12.0074,0.0638859,5.14309,292.551,30.3973,128.091,326.698,0,12.3483,65.7213,10.9827,7
0,1037.02,16.0777,0.0841127,5.02614,444.316,29.8974,126.745,326.196,0,12.3136,65.5479,10.8142,7
-1,1037.02,16.0777,0.0841127,5.02614,444.316,29.8974,126.745,326.196,0,12.3136,65.5479,10.8142,7
-2,896.803,12.4323,0.0680224,5.1306,305.502,30.3588,127.792,326.503,0,12.3444,65.6889,10.9823,7
1,896.803,12.4323,0.0680224,5.1306,305.502,30.3588,127.792,326.503,0,12.3444,65.6889,10.9823,7
0,1078.3,17.1248,0.0881164,5.03392,484.632,29.8654,126.688,326.196,0,12.316,65.5415,10.8142,7
-1,1078.3,17.1248,0.0881164,5.03392,484.632,29.8654,126.688,326.196,0,12.316,65.5415,10.8142,7
-2,910.049,12.9491,0.0762377,5.1051,318.602,30.3228,127.719,326.272,0,12.3367,65.6837,10.9822,7
1,910.049,12.9491,0.0762377,5.1051,318.602,30.3228,127.719,326.272,0,12.3367,65.6837,10.9822,7
0,1109.32,17.8939,0.0963532,5.0406,514.897,29.8338,126.684,326.196,0,12.318,65.5411,10.8141,7
-1,1109.32,17.8939,0.0963532,5.0406,514.897,29.8338,126.684,326.196,0,12.318,65.5411,10.8141,7
-2,921.922,13.2654,0.0851479,5.07153,330.227,30.2887,127.836,326.139,0,12.3265,65.7008,10.9821,7
1,921.922,13.2654,0.0851479,5.07153,330.227,30.2887,127.836,326.139,0,12.3265,65.7008,10.9821,7
0,1128.26,18.3562,0.109516,5.04695,533.382,29.8007,126.677,326.213,0,12.3199,65.5403,10.8136,7
-1,1128.26,18.3562,0.109516,5.04695,533.382,29.8007,126.677,326.213,0,12.3199,65.5403,10.8136,7
-2,931.507,13.5249,0.0932027,5.03995,339.271,30.2547,128.113,326.176,0,12.317,65.7358,10.9817,7
1,931.507,13.5249,0.0932027,5.03995,339.271,30.2547,128.113,326.176,0,12.317,65.7358,10.9817,7
0,1136.5,18.5486,0.12955,5.05369,541.249,29.7647,126.634,326.445,0,12.3219,65.5354,10.8128,7
-1,1136.5,18.5486,0.12955,5.05369,541.249,29.7647,126.634,326.445,0,12.3219,65.5354,10.8128,7
-2,938.424,13.7087,0.101175,5.02033,345.385,30.2177,128.491,326.425,0,12.3112,65.7827,10.9811,7
1,938.424,13.7087,0.101175,5.02033,345.385,30.2177,128.491,326.425,0,12.3112,65.7827,10.9811,7
0,1139.61,18.5802,0.159792,5.06131,542.254,29.7247,126.534,328.639,0,12.3242,65.5241,10.8118,7
-1,1139.61,18.5802,0.159792,5.06131,542.254,29.7247,126.534,328.639,0,12.3242,65.5241,10.8118,7
-2,945.13,13.6544,0.110997,5.02129,350.36,30.1715,128.918,327.763,0,12.312,65.8398,10.9796,7
1,945.13,13.6544,0.110997,5.02129,350.36,30.1715,128.918,327.763,0,12.312,65.8398,10.9796,7
0,1154.91,18.5613,0.198547,5.07,543.689,29.6801,126.362,342.706,0,12.3268,65.5047,10.8108,7
-1,1154.91,18.5613,0.198547,5.07,543.689,29.6801,126.362,342.706,0,12.3268,65.5047,10.8108,7
-2,958.23,14.3284,0.122909,5.05006,354.949,30.1179,129.447,334.993,0,12.3225,65.9246,10.9754,7
1,958.23,14.3284,0.122909,5.05006,354.949,30.1179,129.447,334.993,0,12.3225,65.9246,10.9754,7
-1,958.23,14.3284,0.122909,5.05006,354.949,30.1179,129.447,334.993,0,12.3225,65.9246,10.9754,4.9
-2,899.736,13.708,0.0935488,5.17266,294.98,30.6752,133.186,332.005,0,12.3596,66.379,11.1778,4.9
2,899.736,13.708,0.0935488,5.17266,294.98,30.6752,133.186,332.005,0,12.3596,66.379,11.1778,4.9
-1,899.736,13.708,0.0935488,5.17266,294.98,30.6752,133.186,332.005,0,12.3596,66.379,11.1778,3.43
-2,880.714,12.9869,0.0754311,5.28637,274.127,31.3366,136.092,330.271,0,12.3933,66.7273,11.4181,3.43
3,880.714,12.9869,0.0754311,5.28637,274.127,31.3366,136.092,330.271,0,12.3933,66.7273,11.4181,3.43
