Iteration,Total_Cost,Position_Cost,Heading_Cost,Gamma_State_Cost,Lateral_Ref_Cost,Velocity_Cost,Gamma_Ctrl_Cost,Obstacle_Cost,Lane_Cost,Gamma_Barrier_Cost,Gamma_Dot_Barrier_Cost,Speed_Rate_Cost,Lambda_Value
15,422.669,5.9045,0.0504439,0.646185,112.603,30.3024,5.79476,216.94,0,5.48362,37.8237,7.12053,0.0474756
-1,422.669,5.9045,0.0504439,0.646185,112.603,30.3024,5.79476,216.94,0,5.48362,37.8237,7.12053,0.0332329
-2,414.543,5.00059,0.0492374,0.655663,108.669,33.0292,5.62806,210.423,0,5.4864,37.7923,7.80942,0.0332329
16,414.543,5.00059,0.0492374,0.655663,108.669,33.0292,5.62806,210.423,0,5.4864,37.7923,7.80942,0.0332329
-1,414.543,5.00059,0.0492374,0.655663,108.669,33.0292,5.62806,210.423,0,5.4864,37.7923,7.80942,0.0232631
-2,409.833,5.97036,0.0470304,0.663619,105.524,35.5157,5.49978,204.871,0,5.48875,37.7681,8.48459,0.0232631
17,409.833,5.97036,0.0470304,0.663619,105.524,35.5157,5.49978,204.871,0,5.48875,37.7681,8.48459,0.0232631
-1,409.833,5.97036,0.0470304,0.663619,105.524,35.5157,5.49978,204.871,0,5.48875,37.7681,8.48459,0.0162841
-2,403.464,5.00193,0.0457425,0.674376,102.338,38.0417,5.36014,199.654,0,5.49195,37.7418,9.11392,0.0162841
18,403.464,5.00193,0.0457425,0.674376,102.338,38.0417,5.36014,199.654,0,5.49195,37.7418,9.11392,0.0162841
-1,403.464,5.00193,0.0457425,0.674376,102.338,38.0417,5.36014,199.654,0,5.49195,37.7418,9.11392,0.0113989
-2,400.33,5.85879,0.0446624,0.682534,100.04,40.2899,5.25361,195.237,0,5.49439,37.7218,9.70699,0.0113989
19,400.33,5.85879,0.0446624,0.682534,100.04,40.2899,5.25361,195.237,0,5.49439,37.7218,9.70699,0.0113989
-1,400.33,5.85879,0.0446624,0.682534,100.04,40.2899,5.25361,195.237,0,5.49439,37.7218,9.70699,0.00797923
-2,395.485,5.1062,0.0430836,0.692309,97.432,42.5615,5.14036,191.051,0,5.49731,37.7005,10.2608,0.00797923
20,395.485,5.1062,0.0430836,0.692309,97.432,42.5615,5.14036,191.051,0,5.49731,37.7005,10.2608,0.00797923
-1,395.485,5.1062,0.0430836,0.692309,97.432,42.5615,5.14036,191.051,0,5.49731,37.7005,10.2608,0.00558546
-2,392.558,5.21237,0.0432131,0.699711,95.5641,44.6317,5.044,187.402,0,5.49953,37.6824,10.7791,0.00558546
21,392.558,5.21237,0.0432131,0.699711,95.5641,44.6317,5.044,187.402,0,5.49953,37.6824,10.7791,0.00558546
-1,392.558,5.21237,0.0432131,0.699711,95.5641,44.6317,5.044,187.402,0,5.49953,37.6824,10.7791,0.00390982
-2,390.029,5.58103,0.041977,0.70733,93.6265,46.5952,4.96026,184.083,0,5.50181,37.6667,11.2652,0.00390982
22,390.029,5.58103,0.041977,0.70733,93.6265,46.5952,4.96026,184.083,0,5.50181,37.6667,11.2652,0.00390982
-1,390.029,5.58103,0.041977,0.70733,93.6265,46.5952,4.96026,184.083,0,5.50181,37.6667,11.2652,0.00273687
-2,386.563,4.86514,0.0405483,0.713555,91.7104,48.5423,4.86861,180.957,0,5.50368,37.6495,11.7127,0.00273687
23,386.563,4.86514,0.0405483,0.713555,91.7104,48.5423,4.86861,180.957,0,5.50368,37.6495,11.7127,0.00273687
-1,386.563,4.86514,0.0405483,0.713555,91.7104,48.5423,4.86861,180.957,0,5.50368,37.6495,11.7127,0.00191581
-2,384.923,5.22722,0.0414545,0.717864,90.3905,50.246,4.79293,178.242,0,5.50497,37.6353,12.1246,0.00191581
24,384.923,5.22722,0.0414545,0.717864,90.3905,50.246,4.79293,178.242,0,5.50497,37.6353,12.1246,0.00191581
-1,384.923,5.22722,0.0414545,0.717864,90.3905,50.246,4.79293,178.242,0,5.50497,37.6353,12.1246,0.00134107
-2,383.121,5.44023,0.0400882,0.722556,88.9306,51.9272,4.72479,175.704,0,5.50637,37.6226,12.5022,0.00134107
25,383.121,5.44023,0.0400882,0.722556,88.9306,51.9272,4.72479,175.704,0,5.50637,37.6226,12.5022,0.00134107
-1,383.121,5.44023,0.0400882,0.722556,88.9306,51.9272,4.72479,175.704,0,5.50637,37.6226,12.5022,0.001
-2,380.621,4.84923,0.0391843,0.725925,87.5246,53.5812,4.6484,173.288,0,5.50738,37.6083,12.8489,0.001
26,380.621,4.84923,0.0391843,0.725925,87.5246,53.5812,4.6484,173.288,0,5.50738,37.6083,12.8489,0.001
-1,380.621,4.84923,0.0391843,0.725925,87.5246,53.5812,4.6484,173.288,0,5.50738,37.6083,12.8489,0.001
-2,379.287,5.07478,0.0394338,0.727986,86.4049,55.0117,4.58685,171.168,0,5.50799,37.5969,13.1678,0.001
27,379.287,5.07478,0.0394338,0.727986,86.4049,55.0117,4.58685,171.168,0,5.50799,37.5969,13.1678,0.001
-1,379.287,5.07478,0.0394338,0.727986,86.4049,55.0117,4.58685,171.168,0,5.50799,37.5969,13.1678,0.001
-2,378.479,5.62926,0.0390332,0.730007,85.4092,56.3884,4.5316,169.21,0,5.50859,37.5865,13.4469,0.001
28,378.479,5.62926,0.0390332,0.730007,85.4092,56.3884,4.5316,169.21,0,5.50859,37.5865,13.4469,0.001
0,377.144,5.66675,0.0381963,0.747464,85.4092,56.2238,3.50757,169.209,0,5.51385,37.3914,13.4371,0.001
-1,377.144,5.66675,0.0381963,0.747464,85.4092,56.2238,3.50757,169.209,0,5.51385,37.3914,13.4371,7
-2,375.799,5.03101,0.0375278,0.746903,84.8619,56.8977,3.49805,168.317,0,5.51367,37.3897,13.5054,7
1,375.799,5.03101,0.0375278,0.746903,84.8619,56.8977,3.49805,168.317,0,5.51367,37.3897,13.5054,7
-1,375.799,5.03101,0.0375278,0.746903,84.8619,56.8977,3.49805,168.317,0,5.51367,37.3897,13.5054,4.9
-2,374.66,4.63109,0.0370428,0.74517,84.3851,57.5983,3.47178,167.312,0,5.51314,37.3849,13.5817,4.9
2,374.66,4.63109,0.0370428,0.74517,84.3851,57.5983,3.47178,167.312,0,5.51314,37.3849,13.5817,4.9
-1,374.66,4.63109,0.0370428,0.74517,84.3851,57.5983,3.47178,167.312,0,5.51314,37.3849,13.5817,3.43
-2,373.917,4.66779,0.0369247,0.742979,83.9232,58.2979,3.43768,166.253,0,5.51246,37.3787,13.6669,3.43
3,373.917,4.66779,0.0369247,0.742979,83.9232,58.2979,3.43768,166.253,0,5.51246,37.3787,13.6669,3.43
0,372.958,4.60852,0.0365177,0.757188,83.9303,58.1906,2.75781,166.251,0,5.51675,37.2509,13.6585,2.401
-1,372.958,4.60852,0.0365177,0.757188,83.9303,58.1906,2.75781,166.251,0,5.51675,37.2509,13.6585,7
-2,373.289,5.40317,0.0365341,0.748617,83.6347,58.7224,2.72805,165.548,0,5.51414,37.2454,13.7078,7
-2,373.505,5.37788,0.0363322,0.752875,83.7948,58.4555,2.74249,165.899,0,5.51543,37.2481,13.6827,7
-2,373.276,5.05048,0.0361133,0.755024,83.8511,58.3228,2.75004,166.075,0,5.51609,37.2495,13.6705,7
-2,373.225,4.92998,0.0361526,0.756104,83.8983,58.2566,2.7539,166.163,0,5.51642,37.2502,13.6644,7
-2,372.922,4.59037,0.0365107,0.756916,83.9177,58.2071,2.75683,166.229,0,5.51666,37.2507,13.6599,7
1,372.922,4.59037,0.0365107,0.756916,83.9177,58.2071,2.75683,166.229,0,5.51666,37.2507,13.6599,7
0,372.288,4.50335,0.0364105,0.766623,83.9388,58.1202,2.35843,166.226,0,5.5196,37.1767,13.6417,4.9
-1,372.288,4.50335,0.0364105,0.766623,83.9388,58.1202,2.35843,166.226,0,5.5196,37.1767,13.6417,7
-2,372.682,5.39115,0.0362653,0.748114,83.652,58.6615,2.31834,165.501,0,5.51397,37.1693,13.6904,7
-2,372.814,5.26892,0.0361274,0.757264,83.8063,58.3899,2.33766,165.863,0,5.51675,37.1729,13.6656,7
-2,372.595,4.94298,0.0359581,0.761917,83.8605,58.2548,2.34786,166.044,0,5.51817,37.1748,13.6535,7
-2,372.548,4.82311,0.0360213,0.764263,83.9072,58.1874,2.3531,166.135,0,5.51888,37.1757,13.6476,7
-2,372.441,4.68313,0.035894,0.766032,83.9192,58.137,2.35709,166.203,0,5.51942,37.1765,13.6431,7
-2,372.379,4.59902,0.0364079,0.766475,83.9357,58.1244,2.35809,166.22,0,5.51955,37.1767,13.642,7
-2,372.286,4.50222,0.0364097,0.766586,83.9381,58.1213,2.35835,166.225,0,5.51958,37.1767,13.6417,7
1,372.286,4.50222,0.0364097,0.766586,83.9381,58.1213,2.35835,166.225,0,5.51958,37.1767,13.6417,7
0,372.012,4.50296,0.0367892,0.771127,83.9811,58.0603,2.15432,166.22,0,5.52096,37.1391,13.6255,4.9
-1,372.012,4.50296,0.0367892,0.771127,83.9811,58.0603,2.15432,166.22,0,5.52096,37.1391,13.6255,7
-2,372.425,5.48674,0.0362892,0.740252,83.6628,58.6143,2.10445,165.465,0,5.51159,37.1299,13.6743,7
-2,372.492,5.26715,0.0363172,0.755415,83.827,58.3364,2.12811,165.841,0,5.51619,37.1343,13.6495,7
-2,372.294,4.94172,0.0362417,0.763202,83.8904,58.1981,2.1409,166.03,0,5.51855,37.1366,13.6374,7
-2,372.259,4.82222,0.0363519,0.767147,83.9429,58.1292,2.14753,166.125,0,5.51975,37.1379,13.6314,7
-2,372.161,4.68258,0.0362606,0.770129,83.9597,58.0775,2.1526,166.196,0,5.52066,37.1388,13.627,7
-2,372.102,4.59857,0.0367835,0.770877,83.9775,58.0646,2.15389,166.214,0,5.52088,37.139,13.6259,7
-2,372.109,4.60209,0.0367882,0.771064,83.9802,58.0614,2.15421,166.218,0,5.52094,37.1391,13.6256,7
-2,372.111,4.60297,0.0367894,0.771111,83.9808,58.0606,2.15429,166.219,0,5.52095,37.1391,13.6255,7
-2,372.012,4.50289,0.0367891,0.771123,83.981,58.0604,2.15431,166.22,0,5.52096,37.1391,13.6255,7
1,372.012,4.50289,0.0367891,0.771123,83.981,58.0604,2.15431,166.22,0,5.52096,37.1391,13.6255,7
0,371.955,4.49472,0.0373611,0.771032,84.0932,58.0197,2.07019,166.211,0,5.52093,37.1237,13.6129,4.9
-1,371.955,4.49472,0.0373611,0.771032,84.0932,58.0197,2.07019,166.211,0,5.52093,37.1237,13.6129,7
-2,372.303,5.57389,0.0362769,0.725868,83.6663,58.5875,2.01165,165.42,0,5.50723,37.1129,13.6615,7
-2,372.337,5.2564,0.0365887,0.74788,83.8713,58.3026,2.03879,165.815,0,5.5139,37.1179,13.6368,7
-2,372.184,4.93202,0.0366601,0.759313,83.9654,58.1609,2.05395,166.013,0,5.51737,37.1207,13.6248,7
-2,372.175,4.81319,0.0368459,0.765137,84.0357,58.0903,2.06194,166.112,0,5.51914,37.1222,13.6188,7
-2,372.097,4.67412,0.0368127,0.769552,84.0669,58.0373,2.0681,166.186,0,5.52048,37.1233,13.6144,7
-2,372.043,4.59027,0.0373504,0.770662,84.0884,58.0241,2.06967,166.205,0,5.52082,37.1236,13.6133,7
-2,372.052,4.59383,0.0373588,0.77094,84.092,58.0208,2.07006,166.209,0,5.5209,37.1237,13.613,7
-2,372.054,4.59472,0.0373609,0.771009,84.0929,58.02,2.07016,166.21,0,5.52092,37.1237,13.613,7
-2,371.954,4.49465,0.0373609,0.771026,84.0931,58.0198,2.07018,166.211,0,5.52093,37.1237,13.6129,7
1,371.954,4.49465,0.0373609,0.771026,84.0931,58.0198,2.07018,166.211,0,5.52093,37.1237,13.6129,7
0,372.085,4.47891,0.0380517,0.767534,84.322,57.9936,2.04785,166.195,0,5.51987,37.1196,13.6019,4.9
-1,372.085,4.47891,0.0380517,0.767534,84.322,57.9936,2.04785,166.195,0,5.51987,37.1196,13.6019,7
-2,372.128,5.54957,0.0361808,0.706661,83.6554,58.5761,1.98215,165.364,0,5.50141,37.1075,13.6495,7
-2,372.288,5.23566,0.0368551,0.736074,83.9567,58.2838,2.01168,165.779,0,5.51032,37.1129,13.6253,7
-2,372.218,4.91348,0.0371316,0.751548,84.1166,58.1385,2.02894,165.987,0,5.51501,37.1161,13.6135,7
-2,372.255,4.79595,0.0374249,0.759477,84.2243,58.066,2.03819,166.091,0,5.51742,37.1178,13.6077,7
-2,372.214,4.65794,0.037475,0.765508,84.2854,58.0117,2.0454,166.169,0,5.51925,37.1192,13.6033,7
-2,372.17,4.57436,0.0380339,0.767027,84.3146,57.9981,2.04724,166.189,0,5.51971,37.1195,13.6023,7
-2,372.181,4.57799,0.0380477,0.767407,84.3202,57.9947,2.0477,166.194,0,5.51983,37.1196,13.602,7
-2,372.184,4.5789,0.0380511,0.767502,84.3216,57.9939,2.04781,166.195,0,5.51986,37.1196,13.6019,7
-2,372.185,4.57913,0.038052,0.767526,84.3219,57.9937,2.04784,166.195,0,5.51986,37.1196,13.6019,7
-2,372.085,4.47889,0.0380516,0.767532,84.322,57.9936,2.04785,166.195,0,5.51987,37.1196,13.6019,7
1,372.085,4.47889,0.0380516,0.767532,84.322,57.9936,2.04785,166.195,0,5.51987,37.1196,13.6019,7
0,372.399,4.45773,0.0387862,0.76213,84.7206,57.9781,2.04684,166.168,0,5.51822,37.1194,13.5892,4.9
-1,372.399,4.45773,0.0387862,0.76213,84.7206,57.9781,2.04684,166.168,0,5.51822,37.1194,13.5892,7
-2,371.94,5.51369,0.0359104,0.684632,83.625,58.5765,1.97583,165.293,0,5.49474,37.1063,13.6349,7
1,371.94,5.51369,0.0359104,0.684632,83.625,58.5765,1.97583,165.293,0,5.49474,37.1063,13.6349,7
0,371.849,5.46318,0.035915,0.673048,83.6718,58.5718,1.97244,165.245,0,5.49123,37.1057,13.6194,4.9
-1,371.849,5.46318,0.035915,0.673048,83.6718,58.5718,1.97244,165.245,0,5.49123,37.1057,13.6194,7
-2,370.454,5.10476,0.0336552,0.62081,82.8893,59.3327,1.93291,164.313,0,5.47546,37.0984,13.6531,7
1,370.454,5.10476,0.0336552,0.62081,82.8893,59.3327,1.93291,164.313,0,5.47546,37.0984,13.6531,7
-1,370.454,5.10476,0.0336552,0.62081,82.8893,59.3327,1.93291,164.313,0,5.47546,37.0984,13.6531,4.9
-2,369,4.49949,0.0318109,0.593064,82.2422,60.1587,1.91822,163.307,0,5.4671,37.0956,13.6873,4.9
2,369,4.49949,0.0318109,0.593064,82.2422,60.1587,1.91822,163.307,0,5.4671,37.0956,13.6873,4.9
-1,369,4.49949,0.0318109,0.593064,82.2422,60.1587,1.91822,163.307,0,5.4671,37.0956,13.6873,3.43
-2,367.698,3.99311,0.0309639,0.577875,81.6687,60.9671,1.91163,162.262,0,5.46253,37.0943,13.7301,3.43
3,367.698,3.99311,0.0309639,0.577875,81.6687,60.9671,1.91163,162.262,0,5.46253,37.0943,13.7301,3.43
-1,367.698,3.99311,0.0309639,0.577875,81.6687,60.9671,1.91163,162.262,0,5.46253,37.0943,13.7301,2.401
-2,368.391,5.40285,0.0305066,0.569001,81.1967,61.6994,1.90996,161.249,0,5.45986,37.094,13.7799,2.401
-2,367.32,3.9678,0.0304289,0.573342,81.4428,61.3312,1.90979,161.756,0,5.46116,37.094,13.7537,2.401
4,367.32,3.9678,0.0304289,0.573342,81.4428,61.3312,1.90979,161.756,0,5.46116,37.094,13.7537,2.401
0,366.681,3.90751,0.0294694,0.555345,81.0078,61.3294,1.89454,161.671,0,5.45572,37.0912,13.7383,1.6807
-1,366.681,3.90751,0.0294694,0.555345,81.0078,61.3294,1.89454,161.671,0,5.45572,37.0912,13.7383,7
-2,367.788,5.53488,0.0293059,0.543696,80.6425,61.8585,1.89324,160.99,0,5.45222,37.0909,13.7531,7
-2,367.46,4.96167,0.0293325,0.549366,80.8127,61.5931,1.89316,161.33,0,5.45392,37.0909,13.7452,7
-2,366.506,3.89383,0.0293638,0.552317,80.8879,61.461,1.89367,161.501,0,5.45481,37.091,13.7416,7
1,366.506,3.89383,0.0293638,0.552317,80.8879,61.461,1.89367,161.501,0,5.45481,37.091,13.7416,7
0,365.552,3.82925,0.0281907,0.53562,80.2782,61.4526,1.86708,161.348,0,5.44977,37.0861,13.6777,4.9
-1,365.552,3.82925,0.0281907,0.53562,80.2782,61.4526,1.86708,161.348,0,5.44977,37.0861,13.6777,7
-2,366.952,5.80815,0.0273068,0.520712,79.879,61.9786,1.87585,160.651,0,5.44529,37.0877,13.6781,7
-2,366.678,5.24645,0.0280983,0.52789,80.0795,61.7147,1.87042,160.999,0,5.44745,37.0867,13.6773,7
-2,366.481,4.90017,0.0281146,0.531686,80.1835,61.5834,1.86849,161.173,0,5.44859,37.0864,13.6774,7
-2,366.114,4.46941,0.0281129,0.533636,80.224,61.5179,1.86772,161.26,0,5.44917,37.0862,13.6775,7
-2,365.817,4.11568,0.0281766,0.535121,80.2632,61.4689,1.86723,161.326,0,5.44962,37.0862,13.6776,7
-2,365.543,3.82579,0.0281851,0.535495,80.2742,61.4567,1.86712,161.342,0,5.44973,37.0861,13.6777,7
1,365.543,3.82579,0.0281851,0.535495,80.2742,61.4567,1.86712,161.342,0,5.44973,37.0861,13.6777,7
0,364.136,3.76097,0.0268299,0.520691,79.4309,61.4235,1.83701,161.067,0,5.44526,37.0806,13.5427,4.9
-1,364.136,3.76097,0.0268299,0.520691,79.4309,61.4235,1.83701,161.067,0,5.44526,37.0806,13.5427,7
-2,365.37,5.73116,0.0258265,0.501991,78.9097,61.9681,1.85417,160.333,0,5.43965,37.0837,13.5228,7
-2,365.168,5.17317,0.0266562,0.510892,79.1625,61.6948,1.84414,160.7,0,5.44232,37.0819,13.532,7
-2,365.015,4.829,0.0267102,0.515679,79.2989,61.5589,1.84021,160.883,0,5.44376,37.0812,13.5372,7
-2,364.672,4.39958,0.0267296,0.518157,79.3575,61.4912,1.83852,160.975,0,5.4445,37.0809,13.5399,7
-2,364.394,4.04688,0.02681,0.520052,79.411,61.4404,1.83737,161.044,0,5.44507,37.0807,13.542,7
-2,364.326,3.9578,0.02684,0.52053,79.4264,61.4278,1.8371,161.061,0,5.44522,37.0807,13.5425,7
-2,364.133,3.76009,0.0268281,0.52065,79.4296,61.4246,1.83703,161.066,0,5.44525,37.0806,13.5426,7
1,364.133,3.76009,0.0268281,0.52065,79.4296,61.4246,1.83703,161.066,0,5.44525,37.0806,13.5426,7
0,362.007,3.69794,0.0253545,0.507757,78.2509,61.3271,1.81392,160.573,0,5.44137,37.0764,13.2932,4.9
-1,362.007,3.69794,0.0253545,0.507757,78.2509,61.3271,1.81392,160.573,0,5.44137,37.0764,13.2932,7
-2,363.139,5.76193,0.0243061,0.486079,77.5857,61.8921,1.83826,159.796,0,5.43486,37.0808,13.2391,7
-2,362.916,5.1065,0.0251477,0.496303,77.8894,61.6086,1.82431,160.184,0,5.43793,37.0783,13.2652,7
-2,362.82,4.76398,0.0252147,0.501876,78.069,61.4676,1.81867,160.378,0,5.4396,37.0773,13.279,7
-2,362.509,4.33551,0.0252433,0.504778,78.1517,61.3973,1.81618,160.475,0,5.44047,37.0768,13.286,7
-2,362.257,3.98355,0.0253317,0.507005,78.2244,61.3446,1.81446,160.548,0,5.44114,37.0765,13.2914,7
-2,362.195,3.89467,0.0253638,0.507569,78.2447,61.3315,1.81405,160.567,0,5.44131,37.0764,13.2927,7
-2,362.205,3.8975,0.0253697,0.50771,78.2498,61.3282,1.81395,160.571,0,5.44135,37.0764,13.2931,7
-2,362.106,3.798,0.0253547,0.507745,78.2505,61.3274,1.81393,160.572,0,5.44136,37.0764,13.2932,7
-2,362.006,3.69789,0.0253544,0.507754,78.2508,61.3272,1.81392,160.573,0,5.44136,37.0764,13.2932,7
1,362.006,3.69789,0.0253544,0.507754,78.2508,61.3272,1.81392,160.573,0,5.44136,37.0764,13.2932,7
0,358.7,3.64086,0.0238884,0.496444,76.5957,61.0882,1.80464,159.684,0,5.43796,37.0747,12.8539,4.9
-1,358.7,3.64086,0.0238884,0.496444,76.5957,61.0882,1.80464,159.684,0,5.43796,37.0747,12.8539,7
-2,359.571,5.70274,0.0229416,0.472669,75.7478,61.6755,1.83494,158.858,0,5.43083,37.0802,12.7458,7
-2,359.461,5.0476,0.0237155,0.48382,76.1273,61.3806,1.81785,159.27,0,5.43417,37.0771,12.7985,7
-2,359.436,4.70581,0.0237622,0.489948,76.3563,61.2341,1.81076,159.477,0,5.43601,37.0758,12.8259,7
-2,359.163,4.27781,0.0237832,0.493149,76.4668,61.1611,1.80758,159.581,0,5.43697,37.0752,12.8398,7
-2,358.94,3.9263,0.023867,0.495611,76.5616,61.1064,1.80535,159.658,0,5.43771,37.0748,12.8504,7
-2,358.886,3.83754,0.0238981,0.496235,76.5876,61.0927,1.80482,159.678,0,5.4379,37.0748,12.853,7
-2,358.898,3.8404,0.0239037,0.496391,76.5942,61.0893,1.80468,159.682,0,5.43794,37.0747,12.8537,7
-2,358.8,3.74092,0.0238886,0.496431,76.5952,61.0884,1.80465,159.684,0,5.43795,37.0747,12.8539,7
-2,358.8,3.74109,0.023889,0.49644,76.5956,61.0882,1.80464,159.684,0,5.43796,37.0747,12.8539,7
-2,358.7,3.64085,0.0238884,0.496443,76.5957,61.0882,1.80464,159.684,0,5.43796,37.0747,12.8539,7
1,358.7,3.64085,0.0238884,0.496443,76.5957,61.0882,1.80464,159.684,0,5.43796,37.0747,12.8539,7
0,353.45,3.58764,0.0226372,0.486086,74.2803,60.565,1.80462,158.069,0,5.43484,37.0747,12.1251,4.9
-1,353.45,3.58764,0.0226372,0.486086,74.2803,60.565,1.80462,158.069,0,5.43484,37.0747,12.1251,7
-2,353.975,5.5574,0.0223663,0.46119,73.2881,61.176,1.83956,157.183,0,5.42737,37.0811,11.9387,7
-2,354.052,4.99667,0.0225741,0.47286,73.7065,60.8692,1.82019,157.626,0,5.43087,37.0775,12.0299,7
